"Time","Value"
2023-09-20 20:46:00,0.53
2023-09-20 20:47:00,0.53
2023-09-20 20:48:00,0.53
2023-09-20 20:49:00,0.53
2023-09-20 20:50:00,0.53
2023-09-20 20:51:00,0.53
2023-09-20 20:52:00,0.53
2023-09-20 20:53:00,0.53
2023-09-20 20:54:00,0.53
2023-09-20 20:55:00,0.53
2023-09-20 20:56:00,0.53
2023-09-20 20:57:00,0.53
2023-09-20 20:58:00,0.53
2023-09-20 20:59:00,0.53
2023-09-20 21:00:00,0.53
2023-09-20 21:01:00,0.53
2023-09-20 21:02:00,0.53
2023-09-20 21:03:00,0.53
2023-09-20 21:04:00,0.53
2023-09-20 21:05:00,0.53
2023-09-20 21:06:00,0.53
2023-09-20 21:07:00,0.53
2023-09-20 21:08:00,0.53
2023-09-20 21:09:00,0.53
2023-09-20 21:10:00,0.53
2023-09-20 21:11:00,0.53
2023-09-20 21:12:00,0.53
2023-09-20 21:13:00,0.53
2023-09-20 21:14:00,0.53
2023-09-20 21:15:00,0.53
2023-09-20 21:16:00,0.53
2023-09-20 21:17:00,0.53
2023-09-20 21:18:00,0.53
2023-09-20 21:19:00,0.53
2023-09-20 21:20:00,0.53
2023-09-20 21:21:00,0.53
2023-09-20 21:22:00,0.53
2023-09-20 21:23:00,0.53
2023-09-20 21:24:00,0.53
2023-09-20 21:25:00,0.53
2023-09-20 21:26:00,0.53
2023-09-20 21:27:00,0.53
2023-09-20 21:28:00,0.53
2023-09-20 21:29:00,0.53
2023-09-20 21:30:00,0.53
2023-09-20 21:31:00,0.53
2023-09-20 21:32:00,0.53
2023-09-20 21:33:00,0.53
2023-09-20 21:34:00,0.53
2023-09-20 21:35:00,0.53
2023-09-20 21:36:00,0.53
2023-09-20 21:37:00,0.53
2023-09-20 21:38:00,0.53
2023-09-20 21:39:00,0.53
2023-09-20 21:40:00,0.53
2023-09-20 21:41:00,0.53
2023-09-20 21:42:00,0.53
2023-09-20 21:43:00,0.53
2023-09-20 21:44:00,0.53
2023-09-20 21:45:00,0.53
2023-09-20 21:46:00,0.53

